Cod_Identificacao;Municipio;PIB;;
4120101;Porto Amazonas (PR);65811;;
4120150;Porto Barreiro (PR);45445;;
4120200;Porto Rico (PR);27220;;
4120309;Porto Vitória (PR);36646;;
4120333;Prado Ferreira (PR);50018;;
4120358;Pranchita (PR);91332;;
4120408;Presidente Castelo Branco (PR);56294;;
4120507;Primeiro de Maio (PR);142124;;
4120606;Prudentópolis (PR);506248;;
4120655;Quarto Centenário (PR);90572;;
4120705;Quatiguá (PR);74990;;
4120804;Quatro Barras (PR);732944;;
4120853;Quatro Pontes (PR);76913;;
4120903;Quedas do Iguaçu (PR);942566;;
4121000;Querência do Norte (PR);101387;;
4121109;Quinta do Sol (PR);83988;;
4121208;Quitandinha (PR);172324;;
4121257;Ramilândia (PR);48849;;
4121307;Rancho Alegre (PR);42859;;
4121356;Rancho Alegre D'Oeste (PR);54952;;
4121406;Realeza (PR);255982;;
4121505;Rebouças (PR);164999;;
4121604;Renascença (PR);121022;;
4121703;Reserva (PR);291845;;
4121752;Reserva do Iguaçu (PR);66641;;
4121802;Ribeirão Claro (PR);285198;;
4121901;Ribeirão do Pinhal (PR);108052;;
4122008;Rio Azul (PR);238758;;
4122107;Rio Bom (PR);33270;;
4122156;Rio Bonito do Iguaçu (PR);119411;;
4122172;Rio Branco do Ivaí (PR);38140;;
4122206;Rio Branco do Sul (PR);809518;;
4122305;Rio Negro (PR);580701;;
4122404;Rolândia (PR);1230994;;
4122503;Roncador (PR);139909;;
4122602;Rondon (PR);166490;;
4122651;Rosário do Ivaí (PR);38072;;
4122701;Sabáudia (PR);126607;;
4122800;Salgado Filho (PR);58998;;
4122909;Salto do Itararé (PR);136328;;
4123006;Salto do Lontra (PR);169049;;
4123105;Santa Amélia (PR);37444;;
4123204;Santa Cecília do Pavão (PR);52222;;
4123303;Santa Cruz de Monte Castelo (PR);108115;;
4123402;Santa Fé (PR);117649;;
4123501;Santa Helena (PR);413132;;
4123600;Santa Inês (PR);23038;;
4123709;Santa Isabel do Ivaí (PR);82997;;
4123808;Santa Izabel do Oeste (PR);145853;;
4123824;Santa Lúcia (PR);55580;;
4123857;Santa Maria do Oeste (PR);73179;;
4123907;Santa Mariana (PR);149129;;
4123956;Santa Mônica (PR);36804;;
4124004;Santana do Itararé (PR);45131;;
4124020;Santa Tereza do Oeste (PR);163333;;
4124053;Santa Terezinha de Itaipu (PR);241881;;
4124103;Santo Antônio da Platina (PR);506702;;
4124202;Santo Antônio do Caiuá (PR);25840;;
4124301;Santo Antônio do Paraíso (PR);34816;;
4124400;Santo Antônio do Sudoeste (PR);179797;;
4124509;Santo Inácio (PR);145160;;
4124608;São Carlos do Ivaí (PR);119668;;
4124707;São Jerônimo da Serra (PR);84939;;
4124806;São João (PR);175479;;
4124905;São João do Caiuá (PR);64372;;
4125001;São João do Ivaí (PR);120532;;
4125100;São João do Triunfo (PR);219058;;
4125209;São Jorge d'Oeste (PR);114204;;
4125308;São Jorge do Ivaí (PR);132461;;
4125357;São Jorge do Patrocínio (PR);51216;;
4125407;São José da Boa Vista (PR);66289;;
4125456;São José das Palmeiras (PR);38788;;
4125506;São José dos Pinhais (PR);17238008;;
4125555;São Manoel do Paraná (PR);21892;;
4125605;São Mateus do Sul (PR);567737;;
4125704;São Miguel do Iguaçu (PR);544432;;
4125753;São Pedro do Iguaçu (PR);85834;;
4125803;São Pedro do Ivaí (PR);171483;;
4125902;São Pedro do Paraná (PR);27602;;
4126009;São Sebastião da Amoreira (PR);90618;;
4126108;São Tomé (PR);86800;;
4126207;Sapopema (PR);51119;;
4126256;Sarandi (PR);725973;;
4126272;Saudade do Iguaçu (PR);992201;;
4126306;Sengés (PR);252170;;
4126355;Serranópolis do Iguaçu (PR);103873;;
4126405;Sertaneja (PR);135966;;
4126504;Sertanópolis (PR);279798;;
4126603;Siqueira Campos (PR);226783;;
4126652;Sulina (PR);38920;;
4126678;Tamarana (PR);151818;;
4126702;Tamboara (PR);55959;;
4126801;Tapejara (PR);228380;;
4126900;Tapira (PR);55638;;
4127007;Teixeira Soares (PR);122824;;
4127106;Telêmaco Borba (PR);1804287;;
4127205;Terra Boa (PR);181613;;
4127304;Terra Rica (PR);161795;;
4127403;Terra Roxa (PR);323638;;
4127502;Tibagi (PR);389553;;
4127601;Tijucas do Sul (PR);215887;;
4127700;Toledo (PR);2438246;;
4127809;Tomazina (PR);101783;;
4127858;Três Barras do Paraná (PR);159341;;
4127882;Tunas do Paraná (PR);53011;;
4127908;Tuneiras do Oeste (PR);92015;;
4127957;Tupãssi (PR);145151;;
4127965;Turvo (PR);201962;;
4128005;Ubiratã (PR);334638;;
4128104;Umuarama (PR);1467371;;
4128203;União da Vitória (PR);723335;;
4128302;Uniflor (PR);28625;;
4128401;Uraí (PR);108860;;
4128500;Wenceslau Braz (PR);193932;;
4128534;Ventania (PR);149618;;
4128559;Vera Cruz do Oeste (PR);111267;;
4128609;Verê (PR);102765;;
4128625;Alto Paraíso (PR);36765;;
4128633;Doutor Ulysses (PR);62930;;
4128658;Virmond (PR);53426;;
4128708;Vitorino (PR);134402;;
4128807;Xambrê (PR);42123;;
4200051;Abdon Batista (SC);36436;;
4200101;Abelardo Luz (SC);446167;;
4200200;Agrolândia (SC);165800;;
4200309;Agronômica (SC);84352;;
4200408;Água Doce (SC);205617;;
4200507;Águas de Chapecó (SC);161140;;
4200556;Águas Frias (SC);45650;;
4200606;Águas Mornas (SC);111462;;
4200705;Alfredo Wagner (SC);130668;;
4200754;Alto Bela Vista (SC);32077;;
4200804;Anchieta (SC);109196;;
4200903;Angelina (SC);80115;;
4201000;Anita Garibaldi (SC);75745;;
4201109;Anitápolis (SC);41181;;
4201208;Antônio Carlos (SC);300523;;
4201257;Apiúna (SC);231413;;
4201273;Arabutã (SC);71204;;
4201307;Araquari (SC);532600;;
4201406;Araranguá (SC);991569;;
4201505;Armazém (SC);97447;;
4201604;Arroio Trinta (SC);49320;;
4201653;Arvoredo (SC);39179;;
4201703;Ascurra (SC);108996;;
4201802;Atalanta (SC);57455;;
4201901;Aurora (SC);83025;;
4201950;Balneário Arroio do Silva (SC);83341;;
4202008;Balneário Camboriú (SC);2735408;;
4202057;Balneário Barra do Sul (SC);96882;;
4202073;Balneário Gaivota (SC);68223;;
4202081;Bandeirante (SC);27558;;
4202099;Barra Bonita (SC);24341;;
4202107;Barra Velha (SC);365511;;
4202131;Bela Vista do Toldo (SC);98943;;
4202156;Belmonte (SC);27074;;
4202206;Benedito Novo (SC);135841;;
4202305;Biguaçu (SC);1001116;;
4202404;Blumenau (SC);9908621;;
4202438;Bocaina do Sul (SC);46248;;
4202453;Bombinhas (SC);283236;;
4202503;Bom Jardim da Serra (SC);56027;;
4202537;Bom Jesus (SC);46692;;
4202578;Bom Jesus do Oeste (SC);64023;;
4202602;Bom Retiro (SC);147649;;
4202701;Botuverá (SC);102590;;
4202800;Braço do Norte (SC);483791;;
4202859;Braço do Trombudo (SC);108789;;
4202875;Brunópolis (SC);41162;;
4202909;Brusque (SC);3346225;;
4203006;Caçador (SC);1534459;;
4203105;Caibi (SC);98727;;
4203154;Calmon (SC);56991;;
4203204;Camboriú (SC);581749;;
4203253;Capão Alto (SC);43106;;
4203303;Campo Alegre (SC);200338;;
4203402;Campo Belo do Sul (SC);109079;;
4203501;Campo Erê (SC);194819;;
4203600;Campos Novos (SC);1307033;;
4203709;Canelinha (SC);129366;;
4203808;Canoinhas (SC);982357;;
4203907;Capinzal (SC);430396;;
4203956;Capivari de Baixo (SC);676627;;
4204004;Catanduvas (SC);185684;;
4204103;Caxambu do Sul (SC);99240;;
4204152;Celso Ramos (SC);35888;;
4204178;Cerro Negro (SC);30087;;
4204194;Chapadão do Lageado (SC);52332;;
4204202;Chapecó (SC);4604297;;
4204251;Cocal do Sul (SC);342340;;
4204301;Concórdia (SC);1669961;;
4204350;Cordilheira Alta (SC);189346;;
4204400;Coronel Freitas (SC);154181;;
4204459;Coronel Martins (SC);24997;;
4204509;Corupá (SC);284591;;
4204558;Correia Pinto (SC);357104;;
4204608;Criciúma (SC);3870771;;
4204707;Cunha Porã (SC);411456;;
4204756;Cunhataí (SC);24570;;
4204806;Curitibanos (SC);646797;;
4204905;Descanso (SC);115126;;
4205001;Dionísio Cerqueira (SC);189575;;
4205100;Dona Emma (SC);50370;;
4205159;Doutor Pedrinho (SC);36868;;
4205175;Entre Rios (SC);25848;;
4205191;Ermo (SC);39960;;
4205209;Erval Velho (SC);66303;;
4205308;Faxinal dos Guedes (SC);325049;;
4205357;Flor do Sertão (SC);17048;;
4205407;Florianópolis (SC);11276680;;
4205431;Formosa do Sul (SC);28588;;
4205456;Forquilhinha (SC);433874;;
4205506;Fraiburgo (SC);667227;;
4205555;Frei Rogério (SC);32682;;
4205605;Galvão (SC);77393;;
4205704;Garopaba (SC);231534;;
4205803;Garuva (SC);323276;;
4205902;Gaspar (SC);1427625;;
4206009;Governador Celso Ramos (SC);128123;;
4206108;Grão Pará (SC);99937;;
4206207;Gravatal (SC);110220;;
4206306;Guabiruba (SC);520382;;
4206405;Guaraciaba (SC);162708;;
4206504;Guaramirim (SC);1012210;;
4206603;Guarujá do Sul (SC);67645;;
4206652;Guatambú (SC);177639;;
4206702;Herval d'Oeste (SC);317436;;
4206751;Ibiam (SC);29275;;
4206801;Ibicaré (SC);49785;;
4206900;Ibirama (SC);269203;;
4207007;Içara (SC);1142742;;
4207106;Ilhota (SC);206643;;
4207205;Imaruí (SC);109020;;
4207304;Imbituba (SC);701969;;
4207403;Imbuia (SC);84820;;
4207502;Indaial (SC);1425283;;
4207577;Iomerê (SC);81164;;
4207601;Ipira (SC);50379;;
4207650;Iporã do Oeste (SC);121323;;
4207684;Ipuaçu (SC);110650;;
4207700;Ipumirim (SC);163886;;
4207759;Iraceminha (SC);53906;;
4207809;Irani (SC);115300;;
4207858;Irati (SC);64528;;
4207908;Irineópolis (SC);199266;;
4208005;Itá (SC);162658;;
4208104;Itaiópolis (SC);359640;;
4208203;Itajaí (SC);10060381;;
4208302;Itapema (SC);798638;;
4208401;Itapiranga (SC);352393;;
4208450;Itapoá (SC);179832;;
4208500;Ituporanga (SC);445916;;
4208609;Jaborá (SC);78690;;
4208708;Jacinto Machado (SC);153792;;
4208807;Jaguaruna (SC);221482;;
4208906;Jaraguá do Sul (SC);5515806;;
4208955;Jardinópolis (SC);27232;;
4209003;Joaçaba (SC);931964;;
4209102;Joinville (SC);18252540;;
4209151;José Boiteux (SC);69614;;
4209177;Jupiá (SC);25788;;
4209201;Lacerdópolis (SC);77673;;
4209300;Lages (SC);2771856;;
4209409;Laguna (SC);474495;;
4209458;Lajeado Grande (SC);22752;;
4209508;Laurentino (SC);121033;;
4209607;Lauro Müller (SC);172087;;
4209706;Lebon Régis (SC);185264;;
4209805;Leoberto Leal (SC);52036;;
4209854;Lindóia do Sul (SC);83560;;
4209904;Lontras (SC);133036;;
4210001;Luiz Alves (SC);326048;;
4210035;Luzerna (SC);99750;;
4210050;Macieira (SC);32335;;
4210100;Mafra (SC);1001513;;
4210209;Major Gercino (SC);34689;;
4210308;Major Vieira (SC);106677;;
4210407;Maracajá (SC);108124;;
4210506;Maravilha (SC);627703;;
4210555;Marema (SC);67583;;
4210605;Massaranduba (SC);295806;;
4210704;Matos Costa (SC);26335;;
4210803;Meleiro (SC);129313;;
4210852;Mirim Doce (SC);32661;;
4210902;Modelo (SC);92869;;
4211009;Mondaí (SC);256172;;
4211058;Monte Carlo (SC);158004;;
4211108;Monte Castelo (SC);121677;;
4211207;Morro da Fumaça (SC);355613;;
4211256;Morro Grande (SC);62463;;
4211306;Navegantes (SC);1423383;;
4211405;Nova Erechim (SC);80481;;
4211454;Nova Itaberaba (SC);95314;;
4211504;Nova Trento (SC);286074;;
4211603;Nova Veneza (SC);361664;;
4211652;Novo Horizonte (SC);45610;;
4211702;Orleans (SC);570472;;
4211751;Otacílio Costa (SC);468842;;
4211801;Ouro (SC);86414;;
4211850;Ouro Verde (SC);45047;;
4211876;Paial (SC);22302;;
4211892;Painel (SC);44088;;
4211900;Palhoça (SC);2685689;;
4212007;Palma Sola (SC);131639;;
4212056;Palmeira (SC);54260;;
4212106;Palmitos (SC);324931;;
4212205;Papanduva (SC);376154;;
4212239;Paraíso (SC);74687;;
4212254;Passo de Torres (SC);60172;;
4212270;Passos Maia (SC);98126;;
4212304;Paulo Lopes (SC);130616;;
4212403;Pedras Grandes (SC);71908;;
4212502;Penha (SC);278810;;
4212601;Peritiba (SC);46450;;
4212650;Pescaria Brava (SC);...;;
4212700;Petrolândia (SC);101150;;
4212809;Balneário Piçarras (SC);282332;;
4212908;Pinhalzinho (SC);546579;;
4213005;Pinheiro Preto (SC);77811;;
4213104;Piratuba (SC);528933;;
4213153;Planalto Alegre (SC);67547;;
4213203;Pomerode (SC);979888;;
4213302;Ponte Alta (SC);64020;;
4213351;Ponte Alta do Norte (SC);74259;;
4213401;Ponte Serrada (SC);154028;;
4213500;Porto Belo (SC);567926;;
4213609;Porto União (SC);381851;;
4213708;Pouso Redondo (SC);235415;;
4213807;Praia Grande (SC);87287;;
4213906;Presidente Castello Branco (SC);27283;;
4214003;Presidente Getúlio (SC);294793;;
4214102;Presidente Nereu (SC);32089;;
4214151;Princesa (SC);26722;;
4214201;Quilombo (SC);366185;;
4214300;Rancho Queimado (SC);63321;;
4214409;Rio das Antas (SC);95050;;
4214508;Rio do Campo (SC);95859;;
4214607;Rio do Oeste (SC);118700;;
4214706;Rio dos Cedros (SC);176187;;
4214805;Rio do Sul (SC);1548685;;
4214904;Rio Fortuna (SC);72256;;
4215000;Rio Negrinho (SC);653646;;
4215059;Rio Rufino (SC);27392;;
4215075;Riqueza (SC);47390;;
4215109;Rodeio (SC);158761;;
4215208;Romelândia (SC);81548;;
4215307;Salete (SC);97467;;
4215356;Saltinho (SC);45179;;
4215406;Salto Veloso (SC);97551;;
4215455;Sangão (SC);161084;;
4215505;Santa Cecília (SC);240265;;
4215554;Santa Helena (SC);31906;;
4215604;Santa Rosa de Lima (SC);31270;;
4215653;Santa Rosa do Sul (SC);79755;;
4215679;Santa Terezinha (SC);120713;;
4215687;Santa Terezinha do Progresso (SC);29677;;
4215695;Santiago do Sul (SC);27221;;
4215703;Santo Amaro da Imperatriz (SC);427863;;
4215752;São Bernardino (SC);67576;;
4215802;São Bento do Sul (SC);1889164;;
4215901;São Bonifácio (SC);35464;;
4216008;São Carlos (SC);196064;;
4216057;São Cristóvão do Sul (SC);71358;;
4216107;São Domingos (SC);183389;;
4216206;São Francisco do Sul (SC);2107730;;
4216255;São João do Oeste (SC);104737;;
4216305;São João Batista (SC);477648;;
4216354;São João do Itaperiú (SC);59225;;
4216404;São João do Sul (SC);83267;;
4216503;São Joaquim (SC);390207;;
4216602;São José (SC);5115255;;
4216701;São José do Cedro (SC);238781;;
4216800;São José do Cerrito (SC);92019;;
4216909;São Lourenço do Oeste (SC);450920;;
4217006;São Ludgero (SC);337296;;
4217105;São Martinho (SC);47951;;
4217154;São Miguel da Boa Vista (SC);22193;;
4217204;São Miguel do Oeste (SC);898067;;
4217253;São Pedro de Alcântara (SC);41325;;
4217303;Saudades (SC);190421;;
4217402;Schroeder (SC);267424;;
4217501;Seara (SC);474759;;
4217550;Serra Alta (SC);77421;;
4217600;Siderópolis (SC);276478;;
4217709;Sombrio (SC);439222;;
4217758;Sul Brasil (SC);69655;;
4217808;Taió (SC);343182;;
4217907;Tangará (SC);230221;;
4217956;Tigrinhos (SC);18899;;
4218004;Tijucas (SC);692920;;
4218103;Timbé do Sul (SC);74485;;
4218202;Timbó (SC);1000350;;
4218251;Timbó Grande (SC);91349;;
4218301;Três Barras (SC);392282;;
4218350;Treviso (SC);139646;;
4218400;Treze de Maio (SC);88248;;
4218509;Treze Tílias (SC);199684;;
4218608;Trombudo Central (SC);149526;;
4218707;Tubarão (SC);1980404;;
4218756;Tunápolis (SC);60452;;
4218806;Turvo (SC);304085;;
4218855;União do Oeste (SC);69791;;
4218905;Urubici (SC);149489;;
4218954;Urupema (SC);32840;;
4219002;Urussanga (SC);446480;;
4219101;Vargeão (SC);168043;;
4219150;Vargem (SC);31533;;
4219176;Vargem Bonita (SC);227434;;
4219200;Vidal Ramos (SC);112127;;
4219309;Videira (SC);1321930;;
4219358;Vitor Meireles (SC);70885;;
4219408;Witmarsum (SC);66342;;
4219507;Xanxerê (SC);1041491;;
4219606;Xavantina (SC);91944;;
4219705;Xaxim (SC);579349;;
4219853;Zortéa (SC);35327;;
4220000;Balneário Rincão (SC);...;;
4300034;Aceguá (RS);104476;;
4300059;Água Santa (RS);100548;;
4300109;Agudo (RS);245071;;
4300208;Ajuricaba (RS);132823;;
4300307;Alecrim (RS);58429;;
4300406;Alegrete (RS);1064425;;
4300455;Alegria (RS);46637;;
4300471;Almirante Tamandaré do Sul (RS);60757;;
4300505;Alpestre (RS);83489;;
4300554;Alto Alegre (RS);29527;;
4300570;Alto Feliz (RS);36097;;
4300604;Alvorada (RS);1360732;;
4300638;Amaral Ferrador (RS);50626;;
4300646;Ametista do Sul (RS);52009;;
4300661;André da Rocha (RS);35657;;
4300703;Anta Gorda (RS);89139;;
4300802;Antônio Prado (RS);250585;;
4300851;Arambaré (RS);66994;;
4300877;Araricá (RS);74628;;
4300901;Aratiba (RS);1091182;;
4301008;Arroio do Meio (RS);515080;;
4301057;Arroio do Sal (RS);104248;;
4301073;Arroio do Padre (RS);27190;;
4301107;Arroio dos Ratos (RS);111366;;
4301206;Arroio do Tigre (RS);187777;;
4301305;Arroio Grande (RS);298335;;
4301404;Arvorezinha (RS);114539;;
4301503;Augusto Pestana (RS);140599;;
4301552;Áurea (RS);47837;;
4301602;Bagé (RS);1288068;;
4301636;Balneário Pinhal (RS);101172;;
4301651;Barão (RS);111632;;
4301701;Barão de Cotegipe (RS);100064;;
4301750;Barão do Triunfo (RS);58348;;
4301800;Barracão (RS);109024;;
4301859;Barra do Guarita (RS);22755;;
4301875;Barra do Quaraí (RS);113516;;
4301909;Barra do Ribeiro (RS);167618;;
4301925;Barra do Rio Azul (RS);27049;;
4301958;Barra Funda (RS);73415;;
4302006;Barros Cassal (RS);104410;;
4302055;Benjamin Constant do Sul (RS);16712;;
4302105;Bento Gonçalves (RS);3508007;;
4302154;Boa Vista das Missões (RS);74989;;
4302204;Boa Vista do Buricá (RS);102532;;
4302220;Boa Vista do Cadeado (RS);93827;;
4302238;Boa Vista do Incra (RS);72654;;
4302253;Boa Vista do Sul (RS);43793;;
4302303;Bom Jesus (RS);172919;;
4302352;Bom Princípio (RS);255594;;
4302378;Bom Progresso (RS);32038;;
4302402;Bom Retiro do Sul (RS);154180;;
4302451;Boqueirão do Leão (RS);79804;;
4302501;Bossoroca (RS);139996;;
4302584;Bozano (RS);38632;;
4302600;Braga (RS);47540;;
4302659;Brochier (RS);53512;;
4302709;Butiá (RS);260633;;
4302808;Caçapava do Sul (RS);406800;;
4302907;Cacequi (RS);157588;;
4303004;Cachoeira do Sul (RS);1222148;;
4303103;Cachoeirinha (RS);4248239;;
4303202;Cacique Doble (RS);59115;;
4303301;Caibaté (RS);69305;;
4303400;Caiçara (RS);51634;;
4303509;Camaquã (RS);1034395;;
4303558;Camargo (RS);52327;;
4303608;Cambará do Sul (RS);105716;;
4303673;Campestre da Serra (RS);62159;;
4303707;Campina das Missões (RS);68468;;
4303806;Campinas do Sul (RS);105987;;
4303905;Campo Bom (RS);1754045;;
4304002;Campo Novo (RS);94139;;
4304101;Campos Borges (RS);51422;;
4304200;Candelária (RS);383562;;
4304309;Cândido Godói (RS);125680;;
4304358;Candiota (RS);659547;;
4304408;Canela (RS);508128;;
4304507;Canguçu (RS);478822;;
4304606;Canoas (RS);12718014;;
4304614;Canudos do Vale (RS);22345;;
4304622;Capão Bonito do Sul (RS);84105;;
4304630;Capão da Canoa (RS);653655;;
4304655;Capão do Cipó (RS);129685;;
4304663;Capão do Leão (RS);272056;;
4304671;Capivari do Sul (RS);129264;;
4304689;Capela de Santana (RS);102902;;
4304697;Capitão (RS);35820;;
4304705;Carazinho (RS);1157959;;
4304713;Caraá (RS);47902;;
4304804;Carlos Barbosa (RS);1010717;;
4304853;Carlos Gomes (RS);19432;;
4304903;Casca (RS);214235;;
4304952;Caseiros (RS);53011;;
4305009;Catuípe (RS);151586;;
4305108;Caxias do Sul (RS);16471201;;
4305116;Centenário (RS);31709;;
4305124;Cerrito (RS);52861;;
4305132;Cerro Branco (RS);44613;;
4305157;Cerro Grande (RS);28000;;
4305173;Cerro Grande do Sul (RS);88898;;
4305207;Cerro Largo (RS);382028;;
4305306;Chapada (RS);223013;;
4305355;Charqueadas (RS);885720;;
4305371;Charrua (RS);47096;;
4305405;Chiapetta (RS);87422;;
4305439;Chuí (RS);77517;;
4305447;Chuvisca (RS);56075;;
4305454;Cidreira (RS);134801;;
4305504;Ciríaco (RS);78476;;
4305587;Colinas (RS);34201;;
4305603;Colorado (RS);86792;;
4305702;Condor (RS);167682;;
4305801;Constantina (RS);133239;;
4305835;Coqueiro Baixo (RS);21570;;
4305850;Coqueiros do Sul (RS);54683;;
4305871;Coronel Barros (RS);46138;;
4305900;Coronel Bicaco (RS);147487;;
4305934;Coronel Pilar (RS);24512;;
4305959;Cotiporã (RS);59293;;
4305975;Coxilha (RS);96160;;
4306007;Crissiumal (RS);191328;;
4306056;Cristal (RS);91590;;
4306072;Cristal do Sul (RS);30002;;
4306106;Cruz Alta (RS);1426496;;
4306130;Cruzaltense (RS);35045;;
4306205;Cruzeiro do Sul (RS);157715;;
4306304;David Canabarro (RS);72400;;
4306320;Derrubadas (RS);44273;;
4306353;Dezesseis de Novembro (RS);23041;;
4306379;Dilermando de Aguiar (RS);53182;;
4306403;Dois Irmãos (RS);947058;;
4306429;Dois Irmãos das Missões (RS);56592;;
4306452;Dois Lajeados (RS);56792;;
4306502;Dom Feliciano (RS);142957;;
4306551;Dom Pedro de Alcântara (RS);42203;;
4306601;Dom Pedrito (RS);622455;;
4306700;Dona Francisca (RS);36876;;
4306734;Doutor Maurício Cardoso (RS);87693;;
4306759;Doutor Ricardo (RS);30806;;
4306767;Eldorado do Sul (RS);682532;;
4306809;Encantado (RS);438226;;
4306908;Encruzilhada do Sul (RS);224790;;
4306924;Engenho Velho (RS);28613;;
4306932;Entre-Ijuís (RS);140455;;
4306957;Entre Rios do Sul (RS);308157;;
4306973;Erebango (RS);46476;;
4307005;Erechim (RS);2397415;;
4307054;Ernestina (RS);68798;;
4307104;Herval (RS);57418;;
4307203;Erval Grande (RS);52431;;
4307302;Erval Seco (RS);103634;;
4307401;Esmeralda (RS);93011;;
4307450;Esperança do Sul (RS);35742;;
4307500;Espumoso (RS);292440;;
4307559;Estação (RS);106867;;
4307609;Estância Velha (RS);890155;;
4307708;Esteio (RS);2096486;;
4307807;Estrela (RS);854165;;
4307815;Estrela Velha (RS);64587;;
4307831;Eugênio de Castro (RS);91912;;
4307864;Fagundes Varela (RS);40801;;
4307906;Farroupilha (RS);1853766;;
4308003;Faxinal do Soturno (RS);98132;;
4308052;Faxinalzinho (RS);28685;;
4308078;Fazenda Vilanova (RS);117144;;
4308102;Feliz (RS);230756;;
4308201;Flores da Cunha (RS);746720;;
4308250;Floriano Peixoto (RS);31201;;
4308300;Fontoura Xavier (RS);100063;;
4308409;Formigueiro (RS);84747;;
4308433;Forquetinha (RS);38520;;
4308458;Fortaleza dos Valos (RS);113383;;
4308508;Frederico Westphalen (RS);620513;;
4308607;Garibaldi (RS);1013878;;
4308656;Garruchos (RS);60232;;
4308706;Gaurama (RS);98412;;
4308805;General Câmara (RS);95970;;
4308854;Gentil (RS);49233;;
4308904;Getúlio Vargas (RS);291020;;
4309001;Giruá (RS);377335;;
4309050;Glorinha (RS);291730;;
4309100;Gramado (RS);904020;;
4309126;Gramado dos Loureiros (RS);23739;;
4309159;Gramado Xavier (RS);39746;;
4309209;Gravataí (RS);7295813;;
4309258;Guabiju (RS);31262;;
4309308;Guaíba (RS);2910560;;
4309407;Guaporé (RS);426315;;
4309506;Guarani das Missões (RS);159411;;
4309555;Harmonia (RS);64604;;
4309571;Herveiras (RS);34770;;
4309605;Horizontina (RS);892861;;
4309654;Hulha Negra (RS);72553;;
4309704;Humaitá (RS);79617;;
4309753;Ibarama (RS);45653;;
4309803;Ibiaçá (RS);99491;;
4309902;Ibiraiaras (RS);133081;;
4309951;Ibirapuitã (RS);51996;;
4310009;Ibirubá (RS);505811;;
4310108;Igrejinha (RS);1020677;;
4310207;Ijuí (RS);1627125;;
4310306;Ilópolis (RS);61038;;
4310330;Imbé (RS);251066;;
4310363;Imigrante (RS);109756;;
4310405;Independência (RS);103774;;
4310413;Inhacorá (RS);31648;;
4310439;Ipê (RS);109156;;
4310462;Ipiranga do Sul (RS);51188;;
4310504;Iraí (RS);77345;;
4310538;Itaara (RS);50052;;
4310553;Itacurubi (RS);45254;;
4310579;Itapuca (RS);29266;;
4310603;Itaqui (RS);685710;;
4310652;Itati (RS);34599;;
4310702;Itatiba do Sul (RS);37035;;
4310751;Ivorá (RS);31950;;
4310801;Ivoti (RS);507997;;
4310850;Jaboticaba (RS);56778;;
4310876;Jacuizinho (RS);38898;;
4310900;Jacutinga (RS);68575;;
4311007;Jaguarão (RS);328128;;
4311106;Jaguari (RS);137335;;
4311122;Jaquirana (RS);39915;;
4311130;Jari (RS);74746;;
4311155;Jóia (RS);205159;;
4311205;Júlio de Castilhos (RS);409433;;
4311239;Lagoa Bonita do Sul (RS);29701;;
4311254;Lagoão (RS);53269;;
4311270;Lagoa dos Três Cantos (RS);40528;;
4311304;Lagoa Vermelha (RS);548331;;
4311403;Lajeado (RS);2118848;;
4311429;Lajeado do Bugre (RS);23662;;
4311502;Lavras do Sul (RS);120060;;
4311601;Liberato Salzano (RS);56213;;
4311627;Lindolfo Collor (RS);158709;;
4311643;Linha Nova (RS);24368;;
4311700;Machadinho (RS);74352;;
4311718;Maçambará (RS);124070;;
4311734;Mampituba (RS);24519;;
4311759;Manoel Viana (RS);100888;;
4311775;Maquiné (RS);57593;;
4311791;Maratá (RS);53775;;
4311809;Marau (RS);1103374;;
4311908;Marcelino Ramos (RS);58725;;
4311981;Mariana Pimentel (RS);40072;;
4312005;Mariano Moro (RS);25666;;
4312054;Marques de Souza (RS);45269;;
4312104;Mata (RS);50652;;
4312138;Mato Castelhano (RS);52401;;
4312153;Mato Leitão (RS);95302;;
4312179;Mato Queimado (RS);27643;;
4312203;Maximiliano de Almeida (RS);58587;;
4312252;Minas do Leão (RS);86219;;
4312302;Miraguaí (RS);55126;;
4312351;Montauri (RS);33903;;
4312377;Monte Alegre dos Campos (RS);31182;;
4312385;Monte Belo do Sul (RS);74077;;
4312401;Montenegro (RS);1840974;;
4312427;Mormaço (RS);46599;;
4312443;Morrinhos do Sul (RS);35750;;
4312450;Morro Redondo (RS);60069;;
4312476;Morro Reuter (RS);90962;;
4312500;Mostardas (RS);200168;;
4312609;Muçum (RS);187455;;
4312617;Muitos Capões (RS);227908;;
4312625;Muliterno (RS);27280;;
4312658;Não-Me-Toque (RS);618498;;
4312674;Nicolau Vergueiro (RS);43769;;
4312708;Nonoai (RS);185121;;
4312757;Nova Alvorada (RS);70145;;
4312807;Nova Araçá (RS);139157;;
4312906;Nova Bassano (RS);429210;;
4312955;Nova Boa Vista (RS);33781;;
4313003;Nova Bréscia (RS);57241;;
4313011;Nova Candelária (RS);63604;;
4313037;Nova Esperança do Sul (RS);87917;;
4313060;Nova Hartz (RS);580508;;
4313086;Nova Pádua (RS);39163;;
4313102;Nova Palma (RS);112181;;
4313201;Nova Petrópolis (RS);401985;;
4313300;Nova Prata (RS);691969;;
4313334;Nova Ramada (RS);48522;;
4313359;Nova Roma do Sul (RS);65324;;
